F He K 2 P 6 8.2051567545
Bi F Ba 2 Sr 6 -6.425516425
B Kr Tl 2 Se 6 4.92412633267
Bi Si Ar 2 Te 6 4.7239195
N P K 2 Na 6 0.5258485
Tl Xe B 2 S 6 21.6225844213
Bi Li Ca 2 Ge 6 3.09227066667
B Ne F 2 I 6 4.19137294767
He P Ne 2 Xe 6 3.6477681695
Na Sr Bi 2 H 6 4.71309506667
Cl N He 2 As 6 8.506933859
K Li Ne 2 Na 6 3.07173222867
Na Se Li 2 S 6 2.22273670833
K Ne Al 2 As 6 14.574387731
Cs Ge Bi 2 N 6 20.07488707
Ba Cs S 2 Br 6 -1.097082505
As Xe Sr 2 Ba 6 -0.418877937
H I Cs 2 Sr 6 -0.98028906
F Ga Sn 2 Ar 6 6.641316075
Ba F I 2 Ne 6 -2.416695739
Ga Ne Ba 2 N 6 13.673745831
In Mg I 2 Bi 6 4.6840556
Ar K Rb 2 Bi 6 7.53520221
Sn Tl F 2 Na 6 -2.76338
B Kr Ar 2 Pb 6 5.38074303267
In Mg Ar 2 Te 6 3.5406357
Ca Sn Ba 2 Sb 6 -1.20964805
Ar Na Sr 2 Pb 6 3.88500761667
Al Ge F 2 Se 6 2.54501165
Ca Ga He 2 N 6 19.682027559
K Li B 2 In 6 14.2838067
Na Pb Li 2 Sb 6 6.1634679
In Pb Al 2 Se 6 4.2199579
Rb Se Ar 2 K 6 -1.56503303667
Cs He As 2 Pb 6 9.0509667495
Na Pb Ca 2 O 6 -11.2675911333
Rb Xe O 2 As 6 23.400901343
Ca Rb Sb 2 Li 6 6.18064713
Al In B 2 Li 6 11.7767442333
I Xe Ar 2 Kr 6 1.512662329
Ar S Sr 2 Be 6 11.9901267625
I Sr Ar 2 Br 6 -4.2095419
B O In 2 Br 6 0.396922466667
Be Br K 2 Mg 6 2.8971997
S Sn Xe 2 Tl 6 3.4470490885
Si Sn Al 2 As 6 7.74779845
C Na P 2 Al 6 7.29966796667
Bi Pb Ge 2 K 6 4.3050483
He Rb As 2 Te 6 10.5932227095
N Sr Si 2 Ga 6 5.27779595
As Li C 2 Al 6 16.7459672167
Si Xe As 2 H 6 10.349704213
Br Sn Na 2 Sr 6 -3.03522901667
C Mg Cs 2 N 6 18.98970334
K Li Sr 2 Mg 6 3.62054016667
Ca Rb Mg 2 Bi 6 8.15860363
Ne Sb Te 2 Cl 6 -0.658623952333
He P C 2 S 6 19.5150822045
F Li Br 2 Bi 6 -0.333900358333
Na Sb As 2 Se 6 7.01098681667
As I Ba 2 Mg 6 1.09153605
Ca Te Br 2 F 6 -18.7517279167
Ga I Ca 2 Xe 6 5.256018878
Br Rb As 2 Cs 6 0.11558795
Cs Ge Ca 2 Sn 6 3.71958407
As Mg K 2 C 6 24.35323415
Ne Sr Sn 2 Si 6 14.745476931
Ar S Li 2 Ga 6 4.33496449583
Br Cs Na 2 Be 6 16.8621696033
Cs Rb Ca 2 Ge 6 12.3021085
H O Se 2 Ge 6 3.62391636667
As Cs Xe 2 K 6 0.166022946
N Se F 2 Tl 6 -0.525560066667
Na P Tl 2 C 6 24.2628938167
Cs O Kr 2 Cl 6 1.735331002
As N K 2 Sr 6 -2.8241402
Se Te Li 2 Cs 6 -4.50024718
Li Rb Na 2 I 6 -6.61853387
Sb Sn Cs 2 Rb 6 -0.62416538
K Na In 2 Br 6 -6.09010533333
In Sb F 2 Sn 6 3.3979712
Al Ne As 2 C 6 34.402117531
Br Sb Ga 2 C 6 30.66037045
B Br Rb 2 Ne 6 4.68049291267
As P Ga 2 K 6 1.8593752
C Mg In 2 Sb 6 6.4561792
As Ne Kr 2 In 6 4.728774213
Li P Bi 2 Ar 6 9.03685151667
Ca Cs O 2 I 6 1.40905967
H O He 2 Sb 6 3.495400159
Be Mg Sn 2 Na 6 4.9372629
Ba Be O 2 Kr 6 9.419358896
B Si Br 2 As 6 7.23454016667
Ga Kr Br 2 Cl 6 1.177710566
Al Li N 2 F 6 -9.13887508333
He P Rb 2 Br 6 -8.2628728105
Bi Kr Te 2 Cl 6 0.525102832667
Mg Sn Kr 2 I 6 -2.673432118
Br S Xe 2 P 6 13.9617851385
Be N In 2 Br 6 0.68531765
Ar S Mg 2 Na 6 0.0738071625
H Si Ga 2 Ca 6 -1.3474231
Tl Xe K 2 S 6 5.156816888
C Li He 2 Al 6 7.21961732567
In Mg Cl 2 Sr 6 -2.8036913
Bi C Cl 2 S 6 10.869292675
Ar Ba K 2 Si 6 15.97062935
Kr Si Se 2 I 6 5.07075633267
Ga Rb Xe 2 Ge 6 8.541979156
He Li Pb 2 Al 6 5.93130934617
Cl Kr Na 2 Se 6 6.27847934933
Sr Xe Se 2 Ar 6 4.79241377967
As Na O 2 N 6 28.9017482167
H Mg Xe 2 Tl 6 4.511131126
Bi O Ba 2 Te 6 -5.5969492
Kr Tl Li 2 Sr 6 3.26061689933
Cs Rb Br 2 S 6 11.641232975
Rb Tl He 2 Cl 6 -4.178716711
N S Ge 2 Sb 6 5.4657762625
F He P 2 O 6 14.7947343545
He Xe Bi 2 Ar 6 5.0777712925
Bi H Tl 2 Be 6 6.1339507
B N Sr 2 Sb 6 1.58815641667
O Pb Tl 2 S 6 5.491077775
F S Se 2 Pb 6 -1.13642184583
B N Ca 2 P 6 3.49495121667
C S Kr 2 H 6 6.9078757445
Kr Mg C 2 Sb 6 24.071542366
S Xe Sb 2 P 6 14.4219366255
Ar Se I 2 Si 6 13.9177017833
Mg Si Na 2 N 6 9.43360503333
C Sn Ga 2 Ca 6 0.01934485
F Ga Sr 2 Li 6 -4.569926825
Ar Br Al 2 S 6 13.207226225
Cs P Pb 2 Ge 6 7.16287442
Pb Tl P 2 Al 6 11.8214495
Na Rb Si 2 K 6 7.79926789667
O Xe I 2 P 6 13.201029413
As Sr Si 2 Ne 6 11.689650436
S Tl Ba 2 Al 6 2.1400800125
Ge Xe In 2 Ca 6 1.812893113
Cl Li Ne 2 B 6 26.0408788787
Cs Na In 2 S 6 7.87311281167
F O Ga 2 Si 6 2.386201775
P Xe Pb 2 Se 6 4.832745963
Ba Se Xe 2 Ar 6 3.22122495933
As H He 2 Na 6 0.158723409
N Rb Cs 2 S 6 3.685367795
H Mg Cs 2 Ba 6 1.09857684
F Te Ca 2 Li 6 -6.13497669167
C K Rb 2 Se 6 1.69276466
He In Xe 2 Sr 6 3.2164078055
Ge Mg Ar 2 Sr 6 1.6231729
Kr N Se 2 He 6 10.6841567597
Na Rb Ge 2 N 6 28.8415755967
C Kr Te 2 Ge 6 7.48341523267
Bi P Ge 2 S 6 4.544109725
Ar Si Se 2 Li 6 0.0118551166667
C Te N 2 Se 6 18.1336267333
Kr Te O 2 S 6 15.7155788743
N Sr Cl 2 F 6 -6.7515945
In K S 2 Bi 6 11.072521925
Ge H Kr 2 Ga 6 6.322544232
H Tl S 2 Xe 6 8.412320903
I Tl Ba 2 Ca 6 -1.5555728
Al He Sb 2 Pb 6 3.7867866795
Ar Xe K 2 P 6 18.022443463
Ge P Kr 2 Xe 6 7.34726646
Ba H Sb 2 C 6 23.1053017
Ar Tl Ba 2 Mg 6 4.47278795
C Sb In 2 S 6 6.108686525
Ba Ga Br 2 Se 6 2.6564377
Al Ga In 2 Sn 6 3.8517846
Ne Se Cl 2 Cs 6 -8.01854441567
H Ne Ga 2 Cs 6 1.752818451
Bi Sr Se 2 Ar 6 7.28352816667
Cl I Rb 2 Ar 6 -1.70698059
Ba Br Ca 2 Cl 6 -10.0280557
H He In 2 Li 6 -1.4687852205
Mg P Be 2 Sr 6 3.95533525
Ba Be Li 2 B 6 15.7047936333
Ga Pb I 2 Sb 6 6.3154318
B Xe Ba 2 Sn 6 2.15219947967
Ga S Li 2 F 6 -17.6748673042
Na Tl Rb 2 In 6 2.02141712667
F Si O 2 Xe 6 8.068901153
Ar Ca Ba 2 In 6 3.59246835
B In Te 2 K 6 1.80253793333
B Bi Ar 2 Mg 6 5.07967656667
In Ne Cl 2 N 6 29.747698531
Kr Tl Si 2 Ar 6 10.118619166
Ba Mg F 2 Ga 6 3.23202605
Mg Na Pb 2 As 6 6.00245506667
Ba Be Br 2 He 6 1.071829277
K O Na 2 Ga 6 -0.584693966667
Cs Sn Se 2 As 6 13.7566446867
Bi N Kr 2 Al 6 8.260727782
Cs Na Pb 2 Kr 6 5.67456533267
Na Sn Sr 2 I 6 -8.62781908333
Mg Te Cs 2 K 6 -1.64186852667
As B N 2 Rb 6 11.5856574967
Al Ca Te 2 Sr 6 0.608758666667
B Kr O 2 K 6 5.17371233267
Br Se As 2 Rb 6 -4.57454768667
Ba I F 2 B 6 23.81761795
As Si Br 2 Te 6 4.39896515
Mg O In 2 K 6 -1.2049826
Li Rb Be 2 Al 6 15.6868247967
K Na Xe 2 P 6 16.4593369927
Ar O In 2 Sb 6 5.20777835
N Sn H 2 Pb 6 9.487152
B H I 2 S 6 9.36941244167
B F Bi 2 O 6 -3.81846255833
Ar Be Mg 2 Li 6 4.32599305
K Xe S 2 Ba 6 6.347462638
Be C P 2 K 6 8.7202624
Ba Rb Br 2 He 6 -2.523210693
Br Si B 2 Be 6 18.7664054333
Cl Ge O 2 Be 6 12.38266975
Ga O Kr 2 Si 6 10.154164332
Cs S In 2 I 6 -1.3261879175
C Sr Sn 2 Bi 6 7.4250921
As Sr P 2 Te 6 8.78231315
Pb Tl Ca 2 Be 6 9.4918292
O S Tl 2 Si 6 5.1802949125
Cs S Ne 2 As 6 10.1406600445
P Pb Sb 2 Br 6 1.21438985
Kr Pb Be 2 O 6 11.262641166
K S N 2 C 6 41.2641397125
Kr Tl K 2 Be 6 17.515653366
Ca F Li 2 K 6 -2.32461219167
Sr Xe Cs 2 O 6 -5.278107247
Cs Si Tl 2 Te 6 1.39320637
Cs Ne Tl 2 Ba 6 4.416712301
K Mg Li 2 Sb 6 6.02551893333
Si Sn Br 2 Kr 6 7.731205846
F H Pb 2 I 6 0.740999675
C I S 2 Sr 6 -2.997253975
N P Ne 2 Ge 6 8.072941962
Ga In Be 2 F 6 -12.20828935
S Tl Ge 2 As 6 9.7462063125
Br P Sn 2 Cl 6 -1.24972585
O Sn I 2 C 6 32.67307075
Ba K Rb 2 Br 6 -15.26850674
Ba N Br 2 Al 6 3.26927255
S Sn Br 2 Te 6 5.1840898625
Be Xe Cs 2 S 6 2.074453528
Br Te H 2 S 6 13.5222927083
He O Pb 2 Ba 6 -6.1782919205
Al Na Kr 2 O 6 -0.00270220133333
Cs Sb Tl 2 C 6 32.25722832
Kr O B 2 Ca 6 4.12319559933
Bi K Ge 2 H 6 8.4952235
Kr Si O 2 Pb 6 9.424705066
Bi He Tl 2 P 6 10.3174747795
Cl Na I 2 Sb 6 7.56730801667
Al S Br 2 Ar 6 6.4732514125
Ga I O 2 Tl 6 6.5299201
Sn Sr Rb 2 K 6 1.38320231
H P As 2 B 6 13.90026385
Se Xe I 2 Rb 6 -6.40460037367
Na Xe O 2 N 6 35.4949497797
Br Sb Cl 2 In 6 0.67246915
Li P Ge 2 Se 6 2.35885391667
I P Ar 2 B 6 22.34973105
F Ge Br 2 He 6 4.025803552
Ba C F 2 P 6 8.38079325
He I Cl 2 Sn 6 4.0197007795
Pb Sn Mg 2 H 6 5.03797185
Al Se Ca 2 Kr 6 8.59325222933
Ga He Li 2 Sr 6 1.33011541283
Ba Sn S 2 He 6 4.822373452
Bi Kr I 2 H 6 8.382986866
Al K Sr 2 Br 6 -11.465533
Mg Xe N 2 Ca 6 15.538407813
Bi Li Ar 2 Kr 6 3.71153926267
Ga N Se 2 Na 6 -0.378588883333
Rb S In 2 K 6 -0.5019303575
H Li Ba 2 Se 6 -5.56705143333
I Na Kr 2 Li 6 2.37196439867
Ba H Br 2 Cl 6 -0.8728799
Bi O Pb 2 K 6 -1.7055456
He Xe In 2 Be 6 17.0643109925
Al Sb Ge 2 Li 6 2.91097845
B Se P 2 Li 6 1.0610749
C Na B 2 Li 6 10.7409986
Ar Te Se 2 Cl 6 2.12432235
He Sr Cs 2 Ge 6 4.0566261195
Se Xe Tl 2 Mg 6 6.38718244633
Bi I Sn 2 As 6 10.4950479
H N Sn 2 O 6 2.67839105
Ga He Cs 2 O 6 -1.8888269805
Al O Kr 2 Ca 6 -0.506798168
Ba K Tl 2 O 6 0.408528
I Rb F 2 Tl 6 0.85421418
As Br Cs 2 Te 6 -0.51781841
He Sr Ge 2 In 6 7.0259447795
Si Sn Ge 2 Bi 6 7.78538955
Na Pb Ga 2 Ge 6 9.95353246667
I Tl Na 2 K 6 -1.89899706667
K Se P 2 Ne 6 8.28782481933
Ba K Rb 2 Ge 6 9.30307646
Te Xe Sb 2 H 6 10.0792015463
F Mg Sn 2 Tl 6 -0.419893325
In Pb Ga 2 Si 6 13.7895847
Ca I Ar 2 Ge 6 11.7551335
B Cs Ge 2 Pb 6 7.15502183667
Be Se In 2 H 6 5.22765413333
I K Kr 2 Sr 6 4.157752032
N Xe He 2 Kr 6 5.341007418
Ar Pb Te 2 Mg 6 5.94811761667
Cs Si Xe 2 S 6 3.933457871
B Pb Ar 2 Sb 6 7.98274116667
B Ca Ba 2 Sb 6 -1.10467733333
Si Xe Mg 2 S 6 5.821657588
